ablation_id,ablation_label,case_id,source_case_id,source_soc,scale,topology_type,die_count,tower_count,target_count,recipe_count,pareto_recipe_count,shared_bist_group_count,method_id,method_family,status,error,makespan_s,normalized_makespan,speedup_vs_serial,gain_vs_fixed_fastest_percent,peak_power_w,peak_temperature_c,temperature_rise_c,peak_thermal_region,fpp_utilization,serial_busy_ratio,tap_access_phase_count,tap_access_time_s,fpp_data_time_s,exclusive_test_time_s,selected_recipe_types,selected_b_count,selected_f_count,selected_h_count,selected_s_count,solver_status
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_large_p34392_5_5d_multi_tower,m10_large_p34392_5_5d_multi_tower,p34392,large,5_5d_multi_tower,8,4,28,168,108,3,m4_greedy,joint,ok,,0.040608639999999994,9.539424668688833e-05,10482.812483254791,29.99707636211186,14.96,55.65898256750658,30.658982567506577,thermal_die3,0.8687806338749587,0.07623402310444281,74,0.00309576,0.03528,0.13676168,B:17;F:3;I:7;S:1,17,3,0,1,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,121,76,3,pure_serial,baseline,ok,,0.09304835999999998,1.0,1.0,-4294.213986172504,2.1799999999999997,25.130599203437754,0.13059920343775389,thermal_die1,0.0,0.9997743109067154,87,0.09302735999999996,0,0.09295792000000001,I:5;S:17,0,0,0,17,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,121,76,3,fixed_fastest,fixed_path,ok,,0.00211752,0.022757198514836804,43.94213986172503,0.0,2.2306999999999997,25.00314164532145,0.0031416453214490048,thermal_die0,0.004189465669155425,0.9976387472137218,71,0.00211252,8.871277343749997e-06,0.0020314712773437495,F:16;I:5;S:1,0,16,0,1,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,121,76,3,tam_like,fixed_path,ok,,0.00211752,0.022757198514836804,43.94213986172503,0.0,2.2306999999999997,25.00314164532145,0.0031416453214490048,thermal_die0,0.004189465669155425,0.9976387472137218,71,0.00211252,8.871277343749997e-06,0.0020314712773437495,F:16;I:5;S:1,0,16,0,1,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,121,76,3,m4_greedy,joint,ok,,0.00211752,0.022757198514836804,43.94213986172503,0.0,2.2306999999999997,25.00314164532145,0.0031416453214490048,thermal_die0,0.004189465669155425,0.9976387472137218,71,0.00211252,8.871277343749997e-06,0.0020314712773437495,F:16;I:5;S:1,0,16,0,1,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,134,86,16,pure_serial,baseline,ok,,158.42140647999983,1.0,1.0,-1012948.957928338,2.48,35.214639995535585,10.214639995535585,thermal_die3,0.0,0.9999998674421569,87,158.42138547999988,0,158.42131603999994,I:5;S:17,0,0,0,17,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,134,86,16,fixed_fastest,fixed_path,ok,,0.01563808,9.871191240796271e-05,10130.48957928338,0.0,24.209999999999997,41.898883940887714,16.898883940887714,thermal_die2,0.0,0.13852595715074997,55,0.00216628,0,0.08520659999999997,B:16;I:5;S:1,16,0,0,1,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,134,86,16,tam_like,fixed_path,ok,,0.8251218000000002,0.005208398399771619,191.9976014207839,-5176.362571364261,2.48,36.60992891277275,11.609928912772752,thermal_die3,0.9999735796581789,0.0025602523166882757,71,0.0021125200000000005,0.8251000000000002,0.8271226000000003,F:16;I:5;S:1,0,16,0,1,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,134,86,16,m4_greedy,joint,ok,,0.01563808,9.871191240796271e-05,10130.48957928338,0.0,24.209999999999997,41.898883940887714,16.898883940887714,thermal_die2,0.0,0.13852595715074997,55,0.00216628,0,0.08520659999999997,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,38,38,2,pure_serial,baseline,ok,,158.42140647999983,1.0,1.0,-380542.07967799687,2.48,35.214639995535585,10.214639995535585,thermal_die3,0.0,0.9999998674421569,87,158.42138547999988,0,158.42131603999994,I:5;S:17,0,0,0,17,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,38,38,2,fixed_fastest,fixed_path,ok,,0.04161951999999999,0.0002627139912765155,3806.4207967799694,0.0,8.59,38.57314560172111,13.573145601721109,thermal_die2,0.0,0.05204961518056913,55,0.00216628,0,0.08520659999999995,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,38,38,2,tam_like,fixed_path,ok,,0.04161951999999999,0.0002627139912765155,3806.4207967799694,0.0,8.59,38.57314560172111,13.573145601721109,thermal_die2,0.0,0.05204961518056913,55,0.00216628,0,0.08520659999999995,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,38,38,2,m4_greedy,joint,ok,,0.04161951999999999,0.0002627139912765155,3806.4207967799694,0.0,8.59,38.57314560172111,13.573145601721109,thermal_die2,0.0,0.05204961518056913,55,0.00216628,0,0.08520659999999995,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,134,86,2,pure_serial,baseline,ok,,158.42140647999983,1.0,1.0,-380542.07967799687,2.48,35.214639995535585,10.214639995535585,thermal_die3,0.0,0.9999998674421569,87,158.42138547999988,0,158.42131603999994,I:5;S:17,0,0,0,17,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,134,86,2,fixed_fastest,fixed_path,ok,,0.04161951999999999,0.0002627139912765155,3806.4207967799694,0.0,8.59,38.57314560172111,13.573145601721109,thermal_die2,0.0,0.05204961518056913,55,0.00216628,0,0.08520659999999995,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,134,86,2,tam_like,fixed_path,ok,,0.8251218000000002,0.005208398399771619,191.9976014207839,-1882.5355986806198,2.48,36.60992891277275,11.609928912772752,thermal_die3,0.9999735796581789,0.0025602523166882757,71,0.0021125200000000005,0.8251000000000002,0.8271226000000003,F:16;I:5;S:1,0,16,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_medium_p22810_2_5d_interposer,m10_medium_p22810_2_5d_interposer,p22810,medium,2_5d_interposer,6,1,22,134,86,2,m4_greedy,joint,ok,,0.031219519999999997,0.00019706629737529415,5074.434407703893,24.988274732625452,10.7,39.541698881898924,14.541698881898924,thermal_die2,0.9588018436328727,0.06889279527680119,60,0.0021508,0.02993333333333334,0.08914493333333329,B:11;F:5;I:5;S:1,11,5,0,1,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,121,84,3,pure_serial,baseline,ok,,0.09320772,1.0,1.0,-3991.916500208529,2.1799999999999997,25.13599610303438,0.1359961030343797,thermal_die1,0.0,0.9997746967740438,87,0.09318671999999997,0,0.09306352000000002,I:5;S:17,0,0,0,17,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,121,84,3,fixed_fastest,fixed_path,ok,,0.00227785,0.024438426344942244,40.9191650020853,0.0,2.2708,25.001401183110524,0.0014011831105236183,thermal_die4,0.03115666911780846,0.9973791074917137,71,0.00227188,7.097021875e-05,0.00219917021875,F:16;I:5;S:1,0,16,0,1,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,121,84,3,tam_like,fixed_path,ok,,0.00227785,0.024438426344942244,40.9191650020853,0.0,2.2708,25.001401183110524,0.0014011831105236183,thermal_die4,0.03115666911780846,0.9973791074917137,71,0.00227188,7.097021875e-05,0.00219917021875,F:16;I:5;S:1,0,16,0,1,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,121,84,3,m4_greedy,joint,ok,,0.00227785,0.024438426344942244,40.9191650020853,0.0,2.2708,25.001401183110524,0.0014011831105236183,thermal_die4,0.03115666911780846,0.9973791074917137,71,0.00227188,7.097021875e-05,0.00219917021875,F:16;I:5;S:1,0,16,0,1,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,134,86,16,pure_serial,baseline,ok,,158.42156583999991,1.0,1.0,-874994.8212928424,2.48,44.43957399647988,19.43957399647988,thermal_die5,0.0,0.9999998674422901,87,158.42154483999994,0,158.42142163999995,I:5;S:17,0,0,0,17,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,134,86,16,fixed_fastest,fixed_path,ok,,0.01810336,0.00011427333080575495,8750.948212928424,0.0,24.269999999999996,73.29994336270123,48.29994336270123,thermal_die2,0.0,0.1292776589539179,55,0.0023403599999999992,0,0.09811220000000001,B:16;I:5;S:1,16,0,0,1,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,134,86,16,tam_like,fixed_path,ok,,0.9901456399999998,0.0062500685102431786,159.9982461569996,-5369.402586039277,2.48,45.2679753810328,20.267975381032798,thermal_die3,0.9999741048195697,0.0022944907377464192,71,0.00227188,0.9901199999999998,0.9922481999999999,F:16;I:5;S:1,0,16,0,1,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,134,86,16,m4_greedy,joint,ok,,0.01810336,0.00011427333080575495,8750.948212928424,0.0,24.269999999999996,73.29994336270123,48.29994336270123,thermal_die2,0.0,0.1292776589539179,55,0.0023403599999999992,0,0.09811220000000001,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,38,38,1,pure_serial,baseline,ok,,158.42156583999991,1.0,1.0,-164901.0142848095,2.48,44.43957399647988,19.43957399647988,thermal_die5,0.0,0.9999998674422901,87,158.42154483999994,0,158.42142163999995,I:5;S:17,0,0,0,17,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,38,38,1,fixed_fastest,fixed_path,ok,,0.09601248000000003,0.0006060568805194691,1650.010142848095,0.0,4.49,54.401819455248244,29.401819455248244,thermal_die3,0.0,0.024375581174447308,55,0.0023403599999999992,0,0.09811220000000002,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,38,38,1,tam_like,fixed_path,ok,,0.09601248000000003,0.0006060568805194691,1650.010142848095,0.0,4.49,54.401819455248244,29.401819455248244,thermal_die3,0.0,0.024375581174447308,55,0.0023403599999999992,0,0.09811220000000002,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,38,38,1,m4_greedy,joint,ok,,0.09601248000000003,0.0006060568805194691,1650.010142848095,0.0,4.49,54.401819455248244,29.401819455248244,thermal_die3,0.0,0.024375581174447308,55,0.0023403599999999992,0,0.09811220000000002,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,134,86,1,pure_serial,baseline,ok,,158.42156583999991,1.0,1.0,-164901.0142848095,2.48,44.43957399647988,19.43957399647988,thermal_die5,0.0,0.9999998674422901,87,158.42154483999994,0,158.42142163999995,I:5;S:17,0,0,0,17,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,134,86,1,fixed_fastest,fixed_path,ok,,0.09601248000000003,0.0006060568805194691,1650.010142848095,0.0,4.49,54.401819455248244,29.401819455248244,thermal_die3,0.0,0.024375581174447308,55,0.0023403599999999992,0,0.09811220000000002,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,134,86,1,tam_like,fixed_path,ok,,0.9901456399999998,0.0062500685102431786,159.9982461569996,-931.2676435396727,2.48,45.2679753810328,20.267975381032798,thermal_die3,0.9999741048195697,0.0022944907377464192,71,0.00227188,0.9901199999999998,0.9922481999999999,F:16;I:5;S:1,0,16,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_medium_p22810_3d_stack,m10_medium_p22810_3d_stack,p22810,medium,3d_stack,6,1,22,134,86,1,m4_greedy,joint,ok,,0.06125247999999999,0.000386642308925685,2586.3698227402374,36.20362686184132,8.38,56.378224254804564,31.378224254804564,thermal_die3,0.7307459224508137,0.037783939523754806,61,0.0023143600000000005,0.04476000000000001,0.10687820000000002,B:10;F:6;I:5;S:1,10,6,0,1,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,121,84,3,pure_serial,baseline,ok,,0.09308675999999996,1.0,1.0,-4216.506610156128,2.1799999999999997,25.15795893408409,0.157958934084089,thermal_die1,0.0,0.9997744040076159,87,0.09306575999999994,0,0.09298096,I:5;S:17,0,0,0,17,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,121,84,3,fixed_fastest,fixed_path,ok,,0.0021565300000000003,0.023166882164552736,43.16506610156129,0.0,2.2308,25.001562885178412,0.0015628851784121878,thermal_die0,0.03290945117851362,0.9973985986747226,71,0.0021509199999999997,7.097021874999999e-05,0.0021166102187499996,F:16;I:5;S:1,0,16,0,1,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,121,84,3,tam_like,fixed_path,ok,,0.0021565300000000003,0.023166882164552736,43.16506610156129,0.0,2.2308,25.001562885178412,0.0015628851784121878,thermal_die0,0.03290945117851362,0.9973985986747226,71,0.0021509199999999997,7.097021874999999e-05,0.0021166102187499996,F:16;I:5;S:1,0,16,0,1,greedy
m10_original_control,Original M10 model without imposed shared-resource pressure,m22_m10_original_control_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,121,84,3,m4_greedy,joint,ok,,0.0021565300000000003,0.023166882164552736,43.16506610156129,0.0,2.2308,25.001562885178412,0.0015628851784121878,thermal_die0,0.03290945117851362,0.9973985986747226,71,0.0021509199999999997,7.097021874999999e-05,0.0021166102187499996,F:16;I:5;S:1,0,16,0,1,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,134,86,16,pure_serial,baseline,ok,,158.42144487999994,1.0,1.0,-908246.5106785068,2.48,43.141096955459545,18.141096955459545,thermal_die5,0.0,0.9999998674421888,87,158.42142387999996,0,158.42133908,I:5;S:17,0,0,0,17,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,134,86,16,fixed_fastest,fixed_path,ok,,0.01744064,0.00011009014602291265,9083.465106785068,0.0,24.319999999999997,64.84617164331964,39.846171643319636,thermal_die3,0.0,0.12659397820263477,55,0.00220788,0,0.09482963999999999,B:16;I:5;S:1,16,0,0,1,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,134,86,16,tam_like,fixed_path,ok,,0.9901418000000003,0.006250049043234056,159.99874450305995,-5577.210239991195,2.48,45.02638442832552,20.02638442832552,thermal_die3,0.9999779829515326,0.0021723353160123123,71,0.00215092,0.9901200000000001,0.9921656400000003,F:16;I:5;S:1,0,16,0,1,greedy
bist_private_control,Pressure workload with private BIST engines,m22_bist_private_control_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,134,86,16,m4_greedy,joint,ok,,0.01744064,0.00011009014602291265,9083.465106785068,0.0,24.319999999999997,64.84617164331964,39.846171643319636,thermal_die3,0.0,0.12659397820263477,55,0.00220788,0,0.09482963999999999,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,38,38,3,pure_serial,baseline,ok,,158.42144487999994,1.0,1.0,-454736.70839266834,2.48,43.141096955459545,18.141096955459545,thermal_die5,0.0,0.9999998674421888,87,158.42142387999996,0,158.42133908,I:5;S:17,0,0,0,17,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,38,38,3,fixed_fastest,fixed_path,ok,,0.0348304,0.00021985912340581861,4548.367083926683,0.0,12.690000000000001,56.577519466204855,31.577519466204855,thermal_die3,0.0,0.06338945289172677,55,0.00220788,0,0.09482963999999999,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,38,38,3,tam_like,fixed_path,ok,,0.0348304,0.00021985912340581861,4548.367083926683,0.0,12.690000000000001,56.577519466204855,31.577519466204855,thermal_die3,0.0,0.06338945289172677,55,0.00220788,0,0.09482963999999999,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_no_parallel_escape,Shared BIST pressure without FPP/hybrid escape paths,m22_shared_bist_no_parallel_escape_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,38,38,3,m4_greedy,joint,ok,,0.0348304,0.00021985912340581861,4548.367083926683,0.0,12.690000000000001,56.577519466204855,31.577519466204855,thermal_die3,0.0,0.06338945289172677,55,0.00220788,0,0.09482963999999999,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,134,86,3,pure_serial,baseline,ok,,158.42144487999994,1.0,1.0,-454736.70839266834,2.48,43.141096955459545,18.141096955459545,thermal_die5,0.0,0.9999998674421888,87,158.42142387999996,0,158.42133908,I:5;S:17,0,0,0,17,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,134,86,3,fixed_fastest,fixed_path,ok,,0.0348304,0.00021985912340581861,4548.367083926683,0.0,12.690000000000001,56.577519466204855,31.577519466204855,thermal_die3,0.0,0.06338945289172677,55,0.00220788,0,0.09482963999999999,B:16;I:5;S:1,16,0,0,1,greedy
shared_bist_with_parallel_escape,Shared BIST pressure with FPP/hybrid alternatives,m22_shared_bist_with_parallel_escape_medium_p22810_5_5d_multi_tower,m10_medium_p22810_5_5d_multi_tower,p22810,medium,5_5d_multi_tower,6,3,22,134,86,3,tam_like,fixed_path,ok,,0.9901418000000003,0.006250049043234056,159.99874450305995,-2742.751734117324,2.48,45.02638442832552,20.02638442832552,thermal_die3,0.9999779829515326,0.0021723353160123123,71,0.00215092,0.9901200000000001,0.9921656400000003,F:16;I:5;S:1,0,16,0,1,greedy
