recipe_id,target_id,target_kind,die_id,recipe_type,variant,phases,total_time_s,access_time_s,data_time_s,local_execution_time_s,readback_time_s,peak_power_w,access_power_w,thermal_risk,serial_access_required,fpp_lanes_required,fpp_channel,dwr_segments,route_resource,estimated_bits,notes,test_method,access_mechanism,test_endpoint,bist_type,phase_count,serial_time_s,fpp_time_s,thermal_load,max_fpp_lanes_required,lane_occupancy,phase_resources
S_sensor_die1_temp_serial,sensor_die1_temp,instrument,die1,S,serial,CONFIG_ACCESS_PATH|ACCESS_INSTRUMENT|READ_INSTRUMENT,4.16e-06,4.16e-06,0.0,0.0,6.4e-07,0.05,0.05,0.045960365853658536,True,0,,,,208,serial instrument access,INSTRUMENT_READ,PTAP_STAP_SERIAL,instrument_tdr,,3,4.16e-06,0,3.82390243902439e-07,0,0.0,"[{""phase_name"":""CONFIG_ACCESS_PATH"",""duration_s"":3.2e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.05,""thermal_region"":""thermal_die1"",""notes"":""""},{""phase_name"":""ACCESS_INSTRUMENT"",""duration_s"":3.2e-07,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.05,""thermal_region"":""thermal_die1"",""notes"":""""},{""phase_name"":""READ_INSTRUMENT"",""duration_s"":6.4e-07,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.05,""thermal_region"":""thermal_die1"",""notes"":""""}]"
I_link_die0_die1_serial_extest,link_die0_die1,interconnect,die1,I,serial_extest,CONFIG_ACCESS_PATH|CONFIG_DWR_MODE|DWR_SHIFT_IN|DWR_CAPTURE|DWR_SHIFT_OUT,0.00017991999999999997,3.84e-06,0.00017408,0.0,8.192e-05,0.45,0.0,0.3722789634146341,True,0,,dwr_die0_upper;dwr_die1_lower,mbump_die0_die1,8896,DWR EXTEST interconnect recipe,EXTEST,DWR_EXTEST,interconnect_extest,,5,0.00017892,0,0.00014884540243902437,0,0.0,"[{""phase_name"":""CONFIG_ACCESS_PATH"",""duration_s"":3.2e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.0,""thermal_region"":""thermal_die1"",""notes"":""""},{""phase_name"":""CONFIG_DWR_MODE"",""duration_s"":1.64e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die0_upper"",""dwr_die1_lower""],""route_resource"":"""",""power_w"":0.0,""thermal_region"":""thermal_die1"",""notes"":""""},{""phase_name"":""DWR_SHIFT_IN"",""duration_s"":8.192e-05,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die0_upper"",""dwr_die1_lower""],""route_resource"":""mbump_die0_die1"",""power_w"":0.45,""thermal_region"":""thermal_die1"",""notes"":""""},{""phase_name"":""DWR_CAPTURE"",""duration_s"":1e-06,""serial_required"":false,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die0_upper"",""dwr_die1_lower""],""route_resource"":""mbump_die0_die1"",""power_w"":0.45,""thermal_region"":""thermal_die1"",""notes"":""""},{""phase_name"":""DWR_SHIFT_OUT"",""duration_s"":9.216e-05,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die0_upper"",""dwr_die1_lower""],""route_resource"":""mbump_die0_die1"",""power_w"":0.45,""thermal_region"":""thermal_die1"",""notes"":""""}]"
I_link_die1_die2_serial_extest,link_die1_die2,interconnect,die2,I,serial_extest,CONFIG_ACCESS_PATH|CONFIG_DWR_MODE|DWR_SHIFT_IN|DWR_CAPTURE|DWR_SHIFT_OUT,0.00018248,5.12e-06,0.00017536,0.0,8.192e-05,0.5,0.0,0.41915760869565216,True,0,,dwr_die1_upper;dwr_die2_lower,tsv_die1_die2,9024,DWR EXTEST interconnect recipe,EXTEST,DWR_EXTEST,interconnect_extest,,5,0.00018148,0,0.0001529757608695652,0,0.0,"[{""phase_name"":""CONFIG_ACCESS_PATH"",""duration_s"":4.48e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.0,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CONFIG_DWR_MODE"",""duration_s"":1.64e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die1_upper"",""dwr_die2_lower""],""route_resource"":"""",""power_w"":0.0,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""DWR_SHIFT_IN"",""duration_s"":8.192e-05,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die1_upper"",""dwr_die2_lower""],""route_resource"":""tsv_die1_die2"",""power_w"":0.5,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""DWR_CAPTURE"",""duration_s"":1e-06,""serial_required"":false,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die1_upper"",""dwr_die2_lower""],""route_resource"":""tsv_die1_die2"",""power_w"":0.5,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""DWR_SHIFT_OUT"",""duration_s"":9.344e-05,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die1_upper"",""dwr_die2_lower""],""route_resource"":""tsv_die1_die2"",""power_w"":0.5,""thermal_region"":""thermal_die2"",""notes"":""""}]"
I_link_die2_die3_serial_extest,link_die2_die3,interconnect,die3,I,serial_extest,CONFIG_ACCESS_PATH|CONFIG_DWR_MODE|DWR_SHIFT_IN|DWR_CAPTURE|DWR_SHIFT_OUT,0.00018503999999999998,6.4e-06,0.00017664,0.0,8.192e-05,0.55,0.0,0.3687619047619048,True,0,,dwr_die2_upper;dwr_die3_lower,tsv_die2_die3,9152,DWR EXTEST interconnect recipe,EXTEST,DWR_EXTEST,interconnect_extest,,5,0.00018404,0,0.00012406491428571426,0,0.0,"[{""phase_name"":""CONFIG_ACCESS_PATH"",""duration_s"":5.76e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.0,""thermal_region"":""thermal_die3"",""notes"":""""},{""phase_name"":""CONFIG_DWR_MODE"",""duration_s"":1.64e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die2_upper"",""dwr_die3_lower""],""route_resource"":"""",""power_w"":0.0,""thermal_region"":""thermal_die3"",""notes"":""""},{""phase_name"":""DWR_SHIFT_IN"",""duration_s"":8.192e-05,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die2_upper"",""dwr_die3_lower""],""route_resource"":""tsv_die2_die3"",""power_w"":0.55,""thermal_region"":""thermal_die3"",""notes"":""""},{""phase_name"":""DWR_CAPTURE"",""duration_s"":1e-06,""serial_required"":false,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die2_upper"",""dwr_die3_lower""],""route_resource"":""tsv_die2_die3"",""power_w"":0.55,""thermal_region"":""thermal_die3"",""notes"":""""},{""phase_name"":""DWR_SHIFT_OUT"",""duration_s"":9.472e-05,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die2_upper"",""dwr_die3_lower""],""route_resource"":""tsv_die2_die3"",""power_w"":0.55,""thermal_region"":""thermal_die3"",""notes"":""""}]"
B_mem_die2_sram_local_bist,mem_die2_sram,memory,die2,B,local_bist,CONFIG_BIST|LOCAL_BIST_RUN|READ_BIST_RESULT,0.00501184,7.04e-06,0.0,0.005,4.8e-06,1.4000000000000001,0.1,0.6572391304347827,True,0,,dwr_die2_lower;dwr_die2_upper,,592,local BIST releases external access resources during execution phase,MBIST,LOCAL_BIST,memory_bist,MBIST,3,1.184e-05,0,0.011764204869565219,0,0.0,"[{""phase_name"":""CONFIG_BIST"",""duration_s"":7.04e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""LOCAL_BIST_RUN"",""duration_s"":0.005,""serial_required"":false,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":1.4000000000000001,""thermal_region"":""thermal_die2"",""notes"":""external access resources released""},{""phase_name"":""READ_BIST_RESULT"",""duration_s"":4.8e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""}]"
F_mem_die2_sram_lane1,mem_die2_sram,memory,die2,F,lane1,CONFIG_ACCESS_PATH|CONFIG_FPP|CONFIG_SCAN_OR_DWR_MODE|FPP_SHIFT_IN|CAPTURE|FPP_SHIFT_OUT,0.0010323999999999997,6.4e-06,0.001024,0.0,0.000512,1.7000000000000002,0.1,0.9690923913043479,True,1,fpp_ch0,dwr_die2_lower;dwr_die2_upper,,205120,FPP optional parallel data transfer with serial configuration; warning: clock lane availability is not explicitly modeled,ATPG_SCAN,FPP_PARALLEL,internal_scan,,6,7.4e-06,0.001024,0.0029426205434782606,1,0.001024,"[{""phase_name"":""CONFIG_ACCESS_PATH"",""duration_s"":4.48e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CONFIG_FPP"",""duration_s"":1.28e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":""fpp_ch0"",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CONFIG_SCAN_OR_DWR_MODE"",""duration_s"":1.64e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""FPP_SHIFT_IN"",""duration_s"":0.000512,""serial_required"":false,""fpp_lanes_required"":1,""fpp_channel"":""fpp_ch0"",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.83,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CAPTURE"",""duration_s"":1e-06,""serial_required"":false,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":1.7000000000000002,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""FPP_SHIFT_OUT"",""duration_s"":0.000512,""serial_required"":false,""fpp_lanes_required"":1,""fpp_channel"":""fpp_ch0"",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.83,""thermal_region"":""thermal_die2"",""notes"":""""}]"
F_mem_die2_sram_lane2,mem_die2_sram,memory,die2,F,lane2,CONFIG_ACCESS_PATH|CONFIG_FPP|CONFIG_SCAN_OR_DWR_MODE|FPP_SHIFT_IN|CAPTURE|FPP_SHIFT_OUT,0.0005204000000000001,6.4e-06,0.000512,0.0,0.000256,1.7000000000000002,0.1,0.9690923913043479,True,2,fpp_ch0,dwr_die2_lower;dwr_die2_upper,,205120,FPP optional parallel data transfer with serial configuration; warning: clock lane availability is not explicitly modeled,ATPG_SCAN,FPP_PARALLEL,internal_scan,,6,7.4e-06,0.000512,0.0014832814130434785,2,0.001024,"[{""phase_name"":""CONFIG_ACCESS_PATH"",""duration_s"":4.48e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CONFIG_FPP"",""duration_s"":1.28e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":""fpp_ch0"",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CONFIG_SCAN_OR_DWR_MODE"",""duration_s"":1.64e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""FPP_SHIFT_IN"",""duration_s"":0.000256,""serial_required"":false,""fpp_lanes_required"":2,""fpp_channel"":""fpp_ch0"",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.86,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CAPTURE"",""duration_s"":1e-06,""serial_required"":false,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":1.7000000000000002,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""FPP_SHIFT_OUT"",""duration_s"":0.000256,""serial_required"":false,""fpp_lanes_required"":2,""fpp_channel"":""fpp_ch0"",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.86,""thermal_region"":""thermal_die2"",""notes"":""""}]"
H_mem_die2_sram_lane1,mem_die2_sram,memory,die2,H,lane1,CONFIG_ACCESS_PATH|CONFIG_FPP|CONFIG_SCAN_OR_DWR_MODE|FPP_SHIFT_IN|CAPTURE|FPP_SHIFT_OUT|SERIAL_STATUS_READBACK,0.0010336799999999997,6.4e-06,0.001024,0.0,1.28e-06,1.7000000000000002,0.1,0.9690923913043479,True,1,fpp_ch0,dwr_die2_lower;dwr_die2_upper,,205184,serial configuration with FPP bulk transfer and short serial status/signature readback; warning: clock lane availability is not explicitly modeled,ATPG_SCAN,HYBRID,internal_scan,,7,8.68e-06,0.001024,0.002946268891304347,1,0.001024,"[{""phase_name"":""CONFIG_ACCESS_PATH"",""duration_s"":4.48e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CONFIG_FPP"",""duration_s"":1.28e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":""fpp_ch0"",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CONFIG_SCAN_OR_DWR_MODE"",""duration_s"":1.64e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""FPP_SHIFT_IN"",""duration_s"":0.000512,""serial_required"":false,""fpp_lanes_required"":1,""fpp_channel"":""fpp_ch0"",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.82,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CAPTURE"",""duration_s"":1e-06,""serial_required"":false,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":1.7000000000000002,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""FPP_SHIFT_OUT"",""duration_s"":0.000512,""serial_required"":false,""fpp_lanes_required"":1,""fpp_channel"":""fpp_ch0"",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.82,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""SERIAL_STATUS_READBACK"",""duration_s"":1.28e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""}]"
H_mem_die2_sram_lane2,mem_die2_sram,memory,die2,H,lane2,CONFIG_ACCESS_PATH|CONFIG_FPP|CONFIG_SCAN_OR_DWR_MODE|FPP_SHIFT_IN|CAPTURE|FPP_SHIFT_OUT|SERIAL_STATUS_READBACK,0.0005216800000000001,6.4e-06,0.000512,0.0,1.28e-06,1.7000000000000002,0.1,0.9690923913043479,True,2,fpp_ch0,dwr_die2_lower;dwr_die2_upper,,205184,serial configuration with FPP bulk transfer and short serial status/signature readback; warning: clock lane availability is not explicitly modeled,ATPG_SCAN,HYBRID,internal_scan,,7,8.68e-06,0.000512,0.0014869297608695654,2,0.001024,"[{""phase_name"":""CONFIG_ACCESS_PATH"",""duration_s"":4.48e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CONFIG_FPP"",""duration_s"":1.28e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":""fpp_ch0"",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CONFIG_SCAN_OR_DWR_MODE"",""duration_s"":1.64e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""FPP_SHIFT_IN"",""duration_s"":0.000256,""serial_required"":false,""fpp_lanes_required"":2,""fpp_channel"":""fpp_ch0"",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.84,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CAPTURE"",""duration_s"":1e-06,""serial_required"":false,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":1.7000000000000002,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""FPP_SHIFT_OUT"",""duration_s"":0.000256,""serial_required"":false,""fpp_lanes_required"":2,""fpp_channel"":""fpp_ch0"",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.84,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""SERIAL_STATUS_READBACK"",""duration_s"":1.28e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""}]"
S_mem_die2_sram_serial,mem_die2_sram,memory,die2,S,serial,CONFIG_ACCESS_PATH|CONFIG_SCAN_OR_DWR_MODE|SERIAL_SHIFT_IN|CAPTURE|SERIAL_SHIFT_OUT,0.00411528,5.12e-06,0.00410816,0.0,0.002048,1.7000000000000002,0.1,0.9690923913043479,True,0,,dwr_die2_lower;dwr_die2_upper,,205664,serial PTAP/STAP access to internal scan interface,ATPG_SCAN,PTAP_STAP_SERIAL,internal_scan,,5,0.00411428,0,0.011729666282608695,0,0.0,"[{""phase_name"":""CONFIG_ACCESS_PATH"",""duration_s"":4.48e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CONFIG_SCAN_OR_DWR_MODE"",""duration_s"":1.64e-06,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.1,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""SERIAL_SHIFT_IN"",""duration_s"":0.002048,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":0.7999999999999999,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""CAPTURE"",""duration_s"":1e-06,""serial_required"":false,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[],""route_resource"":"""",""power_w"":1.7000000000000002,""thermal_region"":""thermal_die2"",""notes"":""""},{""phase_name"":""SERIAL_SHIFT_OUT"",""duration_s"":0.00206016,""serial_required"":true,""fpp_lanes_required"":0,""fpp_channel"":"""",""dwr_segments"":[""dwr_die2_lower"",""dwr_die2_upper""],""route_resource"":"""",""power_w"":0.7999999999999999,""thermal_region"":""thermal_die2"",""notes"":""""}]"
